ticker,unresolved_1d,unresolved_5d,unresolved_10d,unresolved_20d,unresolved_40d,unresolved_60d,unresolved_120d,unresolved_252d,unresolved_total_across_horizons,first_unresolved_signal,last_unresolved_signal,return_price_first_date,return_price_last_date,return_price_rows,target_price_source,panel_first_date,panel_last_date,panel_rows,panel_delisting_date,panel_source_state,lifecycle_status,lifecycle_delisting_date,lifecycle_name,av_active_status,av_active_delisting_date,av_active_name,av_delisted_status,av_delisted_delisting_date,av_delisted_name,cache_filename_delisting_date,cache_has_parquet,cache_files,calendar_days_before_sample_end,classification,reason,repair_priority
ESI,1,5,5,5,5,5,5,5,36,2019-01-28,2019-02-01,2019-01-28,2019-02-04,6,PHASE2_EXISTING_ADJ_CLOSE,2019-01-28,2019-02-04,6,,active,Delisted,2019-01-31,ITT Educational Services Inc,Active,,Element Solutions Inc,Delisted,2019-01-31,ITT Educational Services Inc,2019-01-31,True,ESI__2019-01-31__2019-01-31.parquet,2769,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
VIP,1,5,5,5,5,5,5,5,36,2026-07-20,2026-07-24,2026-07-20,2026-07-27,6,PHASE2_EXISTING_ADJ_CLOSE,2026-07-20,2026-07-27,6,,active,Delisted,2026-07-23,VimpelCom Ltd ADR,Active,,Vulcan Infrastructure and Power Inc - Class A,Delisted,2026-07-23,VimpelCom Ltd ADR,2026-07-23,True,VIP__2026-07-23__2026-07-23.parquet,39,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
CHAI,1,4,4,4,4,4,4,4,29,2026-05-26,2026-05-29,2026-05-26,2026-06-01,5,PHASE2_EXISTING_ADJ_CLOSE,2026-05-26,2026-06-01,5,,active,Delisted,2026-05-28,DEFIANCE ISRAEL BOND ETF ,Active,,Siyata Mobile Inc,Delisted,2026-05-28,DEFIANCE ISRAEL BOND ETF ,2026-05-28,True,CHAI__2026-05-28__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
OZ,1,4,4,4,4,4,4,4,29,2021-10-18,2021-10-21,2021-10-18,2021-10-22,5,PHASE2_EXISTING_ADJ_CLOSE,2021-10-18,2021-10-22,5,,active,Delisted,2021-10-18,Belpointe PREP LLC,Active,,Belpointe REIT Inc,Delisted,2021-10-18,Belpointe PREP LLC,2021-10-18,True,OZ__2021-10-18__2021-10-18.parquet,1778,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
STEX,1,4,4,4,4,4,4,4,29,2026-05-26,2026-05-29,2026-05-26,2026-06-01,5,PHASE2_EXISTING_ADJ_CLOSE,2026-05-26,2026-06-01,5,,active,Delisted,2026-05-28,Streamex Corp,Active,,Streamex Corp,Delisted,2026-05-28,Streamex Corp,2026-05-28,True,STEX__2026-05-28__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
TEAD,1,4,4,4,4,4,4,4,29,2026-05-26,2026-05-29,2026-05-26,2026-06-01,5,PHASE2_EXISTING_ADJ_CLOSE,2026-05-26,2026-06-01,5,,active,Delisted,2026-05-28,Teads N.V. Class A,Active,,Outbrain Inc,Delisted,2026-05-28,Teads N.V. Class A,2026-05-28,True,TEAD__2026-05-28__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
VLTO,1,4,4,4,4,4,4,4,29,2026-05-26,2026-05-29,2026-05-26,2026-06-01,5,PHASE2_EXISTING_ADJ_CLOSE,2026-05-26,2026-06-01,5,,active,Delisted,2026-05-28,Veralto Corp,Active,,Veralto Corp,Delisted,2026-05-28,Veralto Corp,2026-05-28,True,VLTO__2026-05-28__2026-05-28.parquet,95,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
INBX,1,3,3,3,3,3,3,3,22,2024-05-29,2024-05-31,2024-05-29,2024-06-03,4,PHASE2_EXISTING_ADJ_CLOSE,2024-05-29,2024-06-03,4,2024-05-30,active | delisted,Delisted,2024-05-30,Inhibrx Inc,Active,,Inhibrx Biosciences Inc,Delisted,2024-05-30,Inhibrx Inc,2024-05-30,True,INBX__2020-08-19__2024-05-30.parquet,823,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
NFBK,0,3,3,3,3,3,3,3,21,2026-07-17,2026-07-21,2026-07-17,2026-07-24,6,PHASE2_EXISTING_ADJ_CLOSE,2026-07-17,2026-07-24,6,2026-07-21,delisted,Delisted,2026-07-21,Northfield Bancorp Inc,,,,Delisted,2026-07-21,Northfield Bancorp Inc,2026-07-21,True,NFBK__2007-11-08__2026-07-21.parquet,42,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
ASRT,1,2,2,2,2,2,2,2,15,2026-06-16,2026-06-17,2026-06-16,2026-06-18,3,PHASE2_EXISTING_ADJ_CLOSE,2026-06-16,2026-06-18,3,2026-06-17,delisted,Delisted,2026-06-17,Assertio Holdings Inc,,,,Delisted,2026-06-17,Assertio Holdings Inc,2026-06-17,True,ASRT__2003-12-17__2026-06-17.parquet,78,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 1 calendar days of terminal price,2
TBRG,1,2,2,2,2,2,2,2,15,2026-07-09,2026-07-10,2026-07-09,2026-07-13,3,PHASE2_EXISTING_ADJ_CLOSE,2026-07-09,2026-07-13,3,2026-07-10,delisted,Delisted,2026-07-10,TruBridge Inc,,,,Delisted,2026-07-10,TruBridge Inc,2026-07-10,True,TBRG__2002-05-21__2026-07-10.parquet,53,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
CPRX,0,2,2,2,2,2,2,2,14,2026-07-15,2026-07-16,2026-07-15,2026-07-20,4,PHASE2_EXISTING_ADJ_CLOSE,2026-07-15,2026-07-20,4,2026-07-16,delisted,Delisted,2026-07-16,Catalyst Pharmaceuticals Inc,,,,Delisted,2026-07-16,Catalyst Pharmaceuticals Inc,2026-07-16,True,CPRX__2006-11-08__2026-07-16.parquet,46,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 4 calendar days of terminal price,2
OLPX,0,2,2,2,2,2,2,2,14,2026-07-07,2026-07-08,2026-07-07,2026-07-10,4,PHASE2_EXISTING_ADJ_CLOSE,2026-07-07,2026-07-10,4,2026-07-08,delisted,Delisted,2026-07-08,Olaplex Holdings Inc,,,,Delisted,2026-07-08,Olaplex Holdings Inc,2026-07-08,True,OLPX__2021-09-30__2026-07-08.parquet,56,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
CCRN,0,1,1,1,1,1,1,1,7,2026-07-22,2026-07-22,2026-07-22,2026-07-24,3,PHASE2_EXISTING_ADJ_CLOSE,2026-07-22,2026-07-24,3,2026-07-22,delisted,Delisted,2026-07-22,Cross Country Healthcares Inc,,,,Delisted,2026-07-22,Cross Country Healthcares Inc,2026-07-22,True,CCRN__2001-10-25__2026-07-22.parquet,42,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 2 calendar days of terminal price,2
EA,0,1,1,1,1,1,1,1,7,2026-08-04,2026-08-04,2026-07-17,2026-08-07,5,PHASE2_EXISTING_ADJ_CLOSE,2026-07-17,2026-08-07,5,2026-08-04,delisted,Delisted,2026-08-04,Electronic Arts Inc,,,,Delisted,2026-08-04,Electronic Arts Inc,2026-08-04,True,EA__1990-03-26__2026-08-04.parquet,28,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
FBRT,0,1,1,1,1,1,1,1,7,2021-10-19,2021-10-19,2021-10-19,2021-10-22,4,PHASE2_EXISTING_ADJ_CLOSE,2021-10-19,2021-10-22,4,2021-10-19,delisted,Delisted,2021-10-19,Franklin BSP Realty Trust Inc,Active,,Franklin BSP Realty Trust Inc,Delisted,2021-10-19,Franklin BSP Realty Trust Inc,2021-10-19,True,FBRT__2021-03-24__2021-10-19.parquet,1778,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
GPOR,0,1,1,1,1,1,1,1,7,2021-05-18,2021-05-18,2021-05-18,2021-05-21,4,PHASE2_EXISTING_ADJ_CLOSE,2021-05-18,2021-05-21,4,2021-05-18,delisted,Delisted,2021-05-18,Gulfport Energy Corp,Active,,Gulfport Energy Corp (New),Delisted,2021-05-18,Gulfport Energy Corp,2021-05-18,True,GPOR__1999-03-03__2021-05-18.parquet,1932,CONFIRMED_OR_NEAR_DELISTING_METADATA_GAP,delisting evidence within 3 calendar days of terminal price,2
