end_month,window_months,strategy_cagr,spy_cagr,spread
2021-05,60,0.7473053878193199,0.40839957515021297,0.3389058126691069
2021-05,60,0.7924829994682181,0.42104925579960484,0.37143374366861326
2021-05,60,0.8154511433153087,0.4338125508119619,0.38163859250334675
2021-05,60,0.8409970959399031,0.4466904806259684,0.39430661531393474
2021-05,60,0.8069787351126749,0.4559191125053368,0.35105962260733814
2021-05,60,0.7400948038702266,0.4652066150605727,0.27488818880965393
2021-05,60,0.7240667975374924,0.474553363835583,0.24951343370190937
2021-05,60,0.70296962912395,0.4839597367699202,0.2190098923540298
2021-06,60,0.6549996626756438,0.4981033152837002,0.15689634739194358
2021-06,60,0.6127803951833848,0.5123816958464971,0.10039869933688772
2021-06,60,0.5721650266022469,0.5267961632528491,0.045368863349397826
2021-06,60,0.543671323056121,0.5413480145426341,0.0023233085134868325
2021-06,60,0.5256513760975432,0.5165556955093875,0.009095680588155686
2021-06,60,0.5125000869252787,0.49216215668492347,0.02033793024035524
2021-06,60,0.49999593014330457,0.46816098375783,0.03183494638547457
2021-06,60,0.4853599696874471,0.4445458655897956,0.040814104097651516
2021-07,60,0.4820818333171064,0.4218621266706102,0.06021970664649623
2021-07,60,0.47892620121373675,0.39953459105629086,0.07939161015744589
2021-07,60,0.4604830761882246,0.37755766527766355,0.08292541091056105
2021-07,60,0.4464503542658691,0.3559258436999371,0.09052451056593203
2021-07,60,0.4553378925860956,0.352605395721342,0.10273249686475361
2021-07,60,0.47405888638839433,0.3492930789947839,0.12476580739361043
2021-07,60,0.4835820269702642,0.3459888736081125,0.13759315336215172
2021-07,60,0.4869284865700938,0.3426927596979388,0.14423572687215502
2021-08,60,0.4725920842991189,0.34080002716692315,0.13179205713219577
2021-08,60,0.4599677830015221,0.3389099627343297,0.12105782026719236
2021-08,60,0.4407792969318651,0.3370225626390626,0.10375673429280252
2021-08,60,0.4320208435482997,0.33513782312532747,0.09688302042297225
2021-08,60,0.3992555977159711,0.34574559751069756,0.05351000020527352
2021-08,60,0.3708281760471659,0.3564376514928722,0.014390524554293682
2021-08,60,0.3383906477698724,0.36721465467983627,-0.028824006909963895
2021-08,60,0.3110634467623181,0.3780772819996634,-0.06701383523734528
2021-09,60,0.3234816777945262,0.36778494131942807,-0.04430326352490188
2021-09,60,0.3208600527852137,0.3575694702589609,-0.03670941747374723
2021-09,60,0.32812444402282304,0.34743029470799547,-0.019305850685172432
2021-09,60,0.3423098359330736,0.3373668448440801,0.0049429910889935424
2021-09,60,0.35566786899910885,0.31741586397201704,0.03825200502709181
2021-09,60,0.3568556888970662,0.29776251395516184,0.05909317494190436
2021-09,60,0.37036642059774016,0.27840235470475205,0.09196406589298811
2021-09,60,0.3869110793702495,0.25933101236974143,0.12758006700050806
2021-10,60,0.3779343224568579,0.2695438414352085,0.10839048102164939
